NGM Italia SRL,P550,NGM P550
NGM Italia SRL,NGM Youcolor E400,E400
NGM Italia SRL,P552,P552
NGM Italia SRL,M502,M502
NGM Italia SRL,M500,NGM M500
NGM Italia SRL,E505 Plus,E505plus
NGM Italia SRL,Dynamic Racing 3,Dynamic Racing 3
NGM Italia SRL,E407,E407
Cubot,DINOSAUR,CUBOT DINOSAUR
Cubot,ECHO,CUBOT ECHO
Cubot,MAX,CUBOT MAX
Cubot,Rainbow,RAINBOW
Cubot,NOTE S,CUBOT_NOTE_S
Symphony,SYMPHONY R100,Symphony R100
Symphony,i50,i50
Symphony,SYMPHONY i10,i10
Symphony,i20,i20
Symphony,H300,H300
Symphony,H58,H58
Symphony,SYMPHONY V75,V75
Symphony,Symphony_P7,P7
Symphony,V85,V85
Symphony,ZVII,ZVII
Symphony,Roar A50,Roar_A50
Symphony,V100,V100
Symphony,P6 PRO,P6 PRO
Estar,eSTAR GO! HD Quad core 3G,eSTAR GO HD Quad core 3G
Estar,eSTAR GRAND HD Quad Core,eSTAR GRAND HD Quad core
EssentielB,EssentielB Smart\'TAB 9001,Smart\'TAB 9001
EssentielB,EssentielB Smart\'TAB 7800,Smart\'Tab_7800
Mobistel,Cynus F10,Cynus_F10
Mobistel,Cynus E7,Cynus E7
Mobistel,Cynus F9 4G,Cynus_F9_4G
Grundig,GTB1050,GTB 1050
Grundig,TC69CA2,GTB 801
Grundig,GTB850,GTB 850
Grundig,GTB1030,TA10CA2
Nextel,V.35,Nextel V.35
Nextel,V.45,NII NextelV.45
Claresta,S6Plus,S6Plus
Claresta,F3,F3
Claresta,G4,G4
Claresta,G5,G5
Claresta,G6,G6
KLIPAD,KLIPAD_SMART_D71,KLIPAD_SMART_D71
KLIPAD,KLIPAD_SMART_D791,KLIPAD_SMART_D791
FarEasTone,Smart 505,Smart 505
FarEasTone,Smart503,Smart503
FarEasTone,Smart 403,Smart 403
FarEasTone,Smart501,Smart501
KD Interactive,Kurio Phone,KurioPhone
KD Interactive,C15100m,C15100m
KD Interactive,KD Interactive Kurio4S,Kurio4S
KD Interactive,C15150m,C15150m
KD Interactive,KD Interactive Kurio7S,Kurio7S
KD Interactive,KD Interactive Kurio10S,Kurio10S
KD Interactive,Kurio Tab - Extrem,C14100
KD Interactive,C15100i,C15100i
Auchan,Q6T10IN,Q6T10IN
Auchan,Selecline-854599,Selecline-854599
Auchan,Q7S55IN4G,Q7S55IN4G
Auchan,S4S5IN4G,S4S5IN4G
Auchan,Q5S55IN4G,Q5S55IN4G
Auchan,Q6T10IN4G,Q6T10IN4G
Auchan,Q7T7INK,Q7T7INK
Auchan,S5S4IN3G,S5S4IN3G
Auchan,Q6T7IN,Q6T7IN
Auchan,Q7S5IN4GP,Q7S5IN4GP
Auchan,LI12210IN,LI12210IN
Auchan,S4S6IN3G,S4S6IN3G
Auchan,S3T7IN,S3T7INS3T7IN
Auchan,S3T7IN3G,S3T7IN3G
Auchan,"Smartphone 5"" Q.4094",Q.4094
Auchan,QILIVE,Q4T10INK
Auchan,Q7S5IN4G,Q7S5IN4G
Auchan,Q5S5IN4G,Q5S5IN4G
Auchan,Q6T7INK,Q6T7INK
Auchan,S5S5IN4G,S5S5IN4G
Auchan,Q7T10INP,Q7T10INP
Auchan,S4S5IN3G,S4S5IN3G
Auchan,S4T9IN,S4T9IN
Auchan,S6S4IN3G,S6S4IN3G
Auchan,S4T7IN,S4T7IN
Auchan,Q4T8IN,Q4T8IN
Auchan,LI902T9IN,LI902T9IN
Auchan,Q4T7IN,Q4T7IN
Auchan,S3T10IN3G,S3T10IN3G
Auchan,S4T10IN3G,S4T10IN3G
Auchan,Selecline X35T,X35T
Auchan,Q.4514,Q4514
Auchan,S3T10IN,S3T10IN
Auchan,S4T7IN3G,S4T7IN3G
Auchan,Q4T7IN3G,Q4T7IN3G
Auchan,AUCHAN,Q7T9INK
Auchan,Q4S6IN4G,Q4S6IN4G
Auchan,Q4T10IN,Q4T10IN
Bang & Olufsen,BeoVision,QM153E
Emerson,EM9,EM9
Emerson,Emerson EM749/748,EM749_748
GSmart,GX2,GX2
GSmart,Classic_Pro,Classic_Pro
GSmart,GSmart Tuku T2,GSmart Tuku T2
GSmart,Akta A4,Akta_A4
GSmart,Mika M3,GSmart Mika M3
GSmart,Arty A3,GSmart Arty A3
GSmart,Classic,Classic
GSmart,GSmart Maya M1,GSmart Maya M1
GSmart,GSmart Roma R2,GSmart Roma R2
GSmart,GSmart SX1,GSmart SX1
GSmart,Elite,Elite
GSmart,Mika M2,GSmart Mika M2
GSmart,GSmart Rio R1,GSmart Rio R1
GSmart,GSmart Aku A1,GSmart Aku A1
GSmart,Saga_S3,GSmart Saga S3
GSmart,GSmart Alto A2,GSmart Alto A2
GSmart,Simba SX1,Simba SX1Simba SX1
GSmart,GSmart Guru G1,GSmart Guru G1
GSmart,GSmart Maya M1 v2,GSmart Maya M1 v2
GSmart,GSmart Rey R3,GSmart Rey R3
GSmart,GSmart T4,GSmart T4
GSmart,GSmart GS202+,GSmart GS202+
GSmart,GSmart GSmart SX1,GSmart SX1
GSmart,GSmart Sierra S1,GSmart Sierra S1
Ascom Wireless Solutions,Ascom Myco Cellular,SH1SH1
Ascom Wireless Solutions,Ascom Myco Wi-Fi,SH1
How,HT-704,HT-704
RCA,RCT6283W27,RCT6283W27
RCA,RCT6103W46,RCT6103W46
RCA,RCA RCT6378W2,RCT6378W2
RCA,RCT6573W23,RCT6573W23
RCA,Pro10 Edition II,RCT6203W46L
RCA,10 Viking Pro,RCT6303W87DKRCT6303W87MRCT6303W87M7
RCA,10 Viking II Pro,RCT6603W87M7
RCA,RCT6603W47,RCT6603W47DK
RCA,RCA RCT6077W2,RCT6077W2
RCA,10 Viking II,RCT6603W47M7
RCA,RCT6773W42B,RCT6773W42B
RCA,7 Voyager II,RCT6773W22BRCT6773W22BM
RCA,RCT6672W23,RCT6672W23
RCA,RCT6203W46,RCT6203W46
RCA,XLD Series,XLDRCAV1
RCA,11 Maven Pro,RCT6213W87DK
RCA,RCT6773W22,RCT6773W22
RCA,7 Mercury,RCT6673W23MRCT6673W43M
RCA,RCA RCS13101T,RCS13101T
RCA,RCT6293W23,RCT6293W23
RCA,RCA DAA730R / RCA DAA738R,DAA730RDAA738R
RCA,RCA RCT6691W3,RCT6691W3
RCA,RCA RCT6272W23,RCT6272W23
RCA,RCT6273W26,RCT6273W26
RCA,RCT6223W97,RCT6223W97
RCA,RCA RCT6077W22,RCT6077W22
RCA,BNT-710,BNT-710
RCA,RCT6002W46,RCT6002W46
RCA,RCT6673W-V1,RCT6673W-V1
Lanix,ILIUM X110,ILIUM X110
Lanix,Ilium L610,Ilium L610
Lanix,ilium PAD i7,Ilium_PAD_i7
Lanix,Ilium Pad L8X,Ilium Pad L8X
Lanix,Ilium X500B,Ilium X500B
Lanix,ILIUM PAD E10Si,ILIUM PAD E10Si
Lanix,ILIUM L1000,ILIUM L1000Ilium_L1000
Lanix,Ilium_S520,ILIUM S520
Lanix,Ilium X200,Ilium X200
Lanix,Llium L910,Ilium L910
Lanix,Ilium LT500,Ilium LT500
Lanix,Ilium X710,Ilium X710
Lanix,ilium_S106,Ilium S106
Lanix,Ilium L1050,Ilium L1050
Lanix,ILIUM L820,Ilium L820
Lanix,Ilium Pad T7X,Ilium Pad T7X
Lanix,ILIUM L900,ILIUM L900
Lanix,Ilium_S130,Ilium S130Ilium_S130
Lanix,Ilium_L1100,ILIUM L1100
Lanix,ILIUM L200,ILIUM L200
Lanix,ilium PAD E9,ilium Pad E9
Lanix,ILIUM S670,ILIUM S670
Lanix,Ilium X210,Ilium X210
Lanix,Ilium LT510,Ilium LT510
Lanix,Ilium X510,Ilium X510
Lanix,ilium Pad E7,ilium_Pad_E7
Lanix,X100,ILIUM_X100
Lanix,X400,ILIUM X400
Lanix,llium Pad L8,llium Pad L8
Lanix,Ilium L1100,ILIUM L1100
Lanix,Ilium L1200,Ilium L1200
Lanix,ILIUM L950,ILIUM L950Ilium_L950
AV,AV7,AV7
AV,AV10,AV10
IPRODA,T1144,T1144
Zopo,PRO1,PRO1
TAG Heuer,TAG Heuer Connected,TAG Heuer
Casio,Smart Outdoor Watch WSD-F10,CASIO WSD-F10
Candor,PHS-601,PHS-601
Nextbit,Robin,Robin
ZTE,,ZTE-RACERD930ZTE Grand SN720Micromax A60N721ZTE-U N721ZTE_U N721ZXY-ZTE_N8010ZXY-ZTE_N8010ZXY-ZTE N8300NX501ZTE U807ZTE U807NZTE U817ZTE U935ZTE U960EZTE U956ZTE U819ZTE V768ZTE-U X876ZTE-U X850ZTE-LINKZTE-RACERZTE-WAVEsoft stonesoft-stoneZTE-U X850VF945Orange Tactile internet 2ZTE-BLADEZTE U880s2ZTE U887ZTE U791ZTE U791(OPEN)ZTE U793ZTE U808ZTE U808(OPEN)QB7211STARTEXT IIT77ZTE-T T9Taiwan Mobile T2ZTE U788ZTE U790ZTE U795ZTE-T U805ZTE-T U812ZTE-T U830ZTE U880EZTE U880F1ZTE U880sZTE U885ZTE U930HDZTE-T U960sZTE U960s2ZTE U960s3V6020_ClaroV66V68STARTABV71BZTE V768V8100_Z55V8200_EE_UKV8200-Memphis-orange-SlovakiaV8300_Z39ZTE-U V857ZTE-U V875mX500X500_USA_GeneralZTE-C X500ZTE Grand SZTE N5ZTE N807ZTE N880FZTE N881EZTE N881FZTE N980ZTE N988ZTE-U V889FV72AZTE V889FZTE V955ZTE V956ZTE Grand SZTE V988Android Edition StarnauteN860AcquaBLADE IIIMEDION LIFE P4012N880EZTE G882ZTE N880EZTE N881DZTE N882EZTE R22ZTE T22ZTE V880EZTE V889DZTE-C N780MegaFon SP-A5V880ZTE LibraZTE-BLADEATLAS WBLADEIIBlade SSan Francisco II008ZV881ZTE V881ZTE-U V881ZTE-T T98K75ZTE N970ZTE N790ZTE N790SZTE U5ZTE Grand EraZTE U950ZTE U985ZTE V985ZTE T82V865MN855DN855D_PERFECTUMN855D_YMZTE N855ZTE N855DZTE N855D+ZTE T81V871Vodafone 945ZTE V9800MTS-SP102Mtag 281ZTE N660ZTE N880FZTE V889FZTE-U V889FZTE U960DZTE-T U960A21plusICEKIS IIOrange ZaliTurkcell Maxi Plus 5V880SZTE Kis ProZTE V9500ZTE-U V760ZTE-C R750ARIZONAKyivstar ShineRACERIIRacerIITurkcell T11ZTE-U V859ZTE RoamerZTE roamerZTE-C N760DubaiDublinN788_BASHAOrange DublinV788DZTE N788ZTE N789ZTE V788DZTE V9800ZTE V875N850KPN Smart 200MEDION LIFE P4310Monte CarloOptimus Monte CarloOrange Monte CarloZTE N960ZTE SkateZTE V960ZTE-SKATEZTE-SkateZTE-U V960Skate4.3 HAndroid Edition StarTextVodafone Smart ChatZTE-TureisBASE Tab 7.1Light Tab 2Light Tab 2WMegaFon V9+TT102Telenor Touch PadV9+V9AV9e+ZTE V10ZTE V9AZTE U970ZTE U880FZTE U930N861STARADDICT IIV961ZTE Grand XZTE V970TZTE-Mimosa XZTE U788+ZTE U795+ZTE-U V857
ZTE,Karbonn_A1,Karbonn_A1
ZTE,Z740G,Z740G
ZTE,N9101,N9101
ZTE,402ZT,402ZT
ZTE,N9100,N9100
ZTE,ZTE T12,ZTE T12
ZTE,ZTE V889M,UZTE V889MZTE V889M
ZTE,Blade Apex2,Blade Apex2
ZTE,Z752C,Z752C
ZTE,KIS PLUS,KIS PLUS
ZTE,ZXY-ZTE_V6700,ZTE V6700ZXY-ZTE_V6700
ZTE,ZTE Grand Memo LTE,ZTE Grand MemoZTE Grand Memo LTE
ZTE,ZTE-V856,ZTE-V856
ZTE,A2,A2
ZTE,Blade A511,Blade A511ZTE Blade A511
ZTE,Z353VL,Z353VL
ZTE,X501_USA_OM,X501_USA_OM
ZTE,ZTE_N9511,ZTE_N9511
ZTE,Z667T,Z667T
ZTE,ZTE Blade Q Lux,BGH Joy Smart A7GBeeline ProUZTE Blade Q LuxZTE Blade A430ZTE Blade Q LuxZTE Blade Q Lux 3GZTE Fit 4G SmartZTE T311ZTE Blade Q Lux
ZTE,V8285,V8285
ZTE,ZTE V5S,ZTE Grand Memo liteZTE V5S
ZTE,ZTE V889D,ZTE V889D
ZTE,ZTE BV0710,ZTE BV0710
ZTE,Blade Apex,Blade Apex
ZTE,ZTE BV0701,ZTE BV0701
ZTE,ZTE U9815,ZTE U9815
ZTE,N765_APT,N765_APT
ZTE,Z753G,Z753G
ZTE,ZTE V779M,ZTE V779M
ZTE,Blade L3 Plus,Blade L3 Plus
ZTE,NX531J,NX531J
ZTE,Blade,003ZAndroid Edition StarTrailBASE luteaBLADE_N880Beeline E400Kyivstar SparkMF8604Movistar PrimeN880Netphone 701Optimus San FranciscoOrange San FranciscoOrange Tactile internet 2RTK V8San FranciscoV8502WayteQ LibraXCD35ZTE LibraZTE V880ZTE-BLADEZTE-C N880SZTE-LIBRAZTE-LibraZTE-U V880a5
ZTE,ZTE Q802D,ZTE Q802D
ZTE,ZTE Blade D6 Lite 3G,ZTE Blade D6 Lite 3G
ZTE,ZTE Q802C,ZTE Q802C
ZTE,ZTE B880,ZTE B880ZTE B880
ZTE,ZTE BV0720T,ZTE BV0720T
ZTE,ZTE N799D,N799DZTE N799D
ZTE,Orange Novi,Orange Novi
ZTE,ZTE Q705U,ZTE Q705U
ZTE,ZTE Q802T,ZTE Q802T
ZTE,ZTE LEO S2,ZTE LEO S2
ZTE,ZTE LEO S1,V972MZTE LEO S1
ZTE,ZTE Grand X Quad Lite,Amazing A6V8602ZTE Grand X Quad LiteZTE Grand X2ZTE Skate 2ZTE V967S
ZTE,ZTE GEEK II 4G,ZTE GEEK II 4G
ZTE,ZTE Blade D6 Lite 4G,ZTE Blade D6 Lite 4G
ZTE,ZTE A880,ZTE A880
ZTE,ZTE BLADE A601,ZTE BLADE A601
ZTE,ZTE_LEO_Q1,V765MZTE LEO Q1ZTE V765MZTE_CLARO_Q1ZTE_LEO_Q1mobifone M9001
ZTE,ZTE Q805T,ZTE Q805T
ZTE,ZTE U5S,ZTE U5S
ZTE,ZTE N818,N818ZTE N818
ZTE,ZTE-N910,ZTE-N910
ZTE,ZTE T28,ZTE T28ZTE T28 Prepaid
ZTE,NX511J_V3,NX511J_V3
ZTE,ZTE-SKATE,ZTE-SKATE
ZTE,RACER III mini,RACER III mini
ZTE,BLADE A510,BLADE A510Blade A510
ZTE,Amazing_X3s_16G,Amazing_X3s_16G
ZTE,NX40X_APT,NX40XNX40X_APT
ZTE,ZTE V797,VIETTEL V8411ZTE V797
ZTE,ZTE G720T,ZTE G720TZTE G720T
ZTE,ZTE V795,BGH Joy Smart A1V795(A3S)ZTE B795ZTE KIS IIZTE KIS II PROZTE Kis IIZTE V795
ZTE,MO-01J,MO-01J
ZTE,ZTE V793,Amazing A3Cellcom 4GM9000Telcel T20ZTE KIS FlexZTE V793tmn smart a6
ZTE,ZTE V791,V791ZTE V791
ZTE,ZTE N798+,ZTE N798+ZTE N798+
ZTE,ZTE V790,ZTE V790
ZTE,ZTE V72,MT7AZTE V72myPad P4 Lite
ZTE,Bouygues Telecom Bs 351,Bouygues Telecom Bs 351
ZTE,ZTE BA910T,ZTE BA910T
ZTE,ZTE G720C,ZTE G720C
ZTE,ZTE V70,ZTE V70
ZTE,ZTE BV0720,ZTE BV0720
ZTE,NX501_APT,NX501_APT
ZTE,ZTE Geek,ZTE Geek
ZTE,Vodafone Smart ultra 6,Vodafone Smart ultra 6Vodafone Smart ultra 6
ZTE,Z768G,Z768G
ZTE,K83,Amazing_P8K83
ZTE,K85,K85
ZTE,V96A,V96A
ZTE,K88,K88
ZTE,NX510J,NX510J
ZTE,ZTE Q2S-T,ZTE Q2S-T
ZTE,ZTE V9A,ZTE V9A
ZTE,V8200plus,V8200plus
ZTE,ZTE P_C880S,ZTE P_C880S
ZTE,ZTE B790,ZTE B790
ZTE,NX511J,NX511J
ZTE,UZTE V790,UZTE V790
ZTE,V72C,V72C
ZTE,NX535J,NX535J
ZTE,ZTE C880,ZTE C880
ZTE,X9180,X9180
ZTE,V72M,V72M
ZTE,U880,ZTE-T U880
ZTE,ZTE Switch X1,ZTE Switch X1ZTE V796
ZTE,MF97W,MF97W
ZTE,ZTE T60,ZTE T60
ZTE,N8010_APT,N8010_APT
ZTE,N9132,N9132
ZTE,Z861BL,Z861BL
ZTE,ZTE Grand S II,ZTE Grand S IIZTE S221ZTE Grand S II
ZTE,N9130,N9130
ZTE,K97,K97ZTE K97
ZTE,ZTE BLADE V7 LITE,ZTE BLADE V0720ZTE BLADE V7 LITE
ZTE,ZTE_Q801C,ZTE Q801C
ZTE,ZTE Q7-C,ZTE Q7-C
ZTE,STARNAUTE II,STARNAUTE II
ZTE,ZTE Grand S II LTE,ZTE Grand S II LTE
ZTE,ZTE V831W,Amazing A5SUZTE Blade Q ProZTE T320ZTE V831W
ZTE,Blade Q Lux,Blade Q Lux
ZTE,NE501J,NE501JV5ZTE_V5
ZTE,NX512J,NX512J
ZTE,MEDION Smartphone LIFE E3501,MEDION Smartphone LIFE E3501
ZTE,Z963U,Z963U
ZTE,ZTE Q806T,ZTE Q806T
ZTE,ZTE Q2S-C,ZTE Q2S-C
ZTE,ZTE_Q801L,ZTE Q801L
ZTE,Beeline E600,Beeline E600
ZTE,NX403A,NX403A
ZTE,ZTE S2007,ZTE S2007
ZTE,ZTE N983,ZTE N983
ZTE,Momodesign MD Droid,Momodesign MD Droid
ZTE,ZTE S2005,ZTE S2005
ZTE,ZTE S2004,ZTE S2004
ZTE,ZTE N986,N986ZTE N986
ZTE,ZTE Blade Apex3,ZTE Blade Apex3
ZTE,ZTE-X500,ZTE-X500
ZTE,ZTE Blade Apex2,ZTE Blade Apex2
ZTE,NX404H,NX404H
ZTE,Grand X Pro,Blade SuperGrand X ProKPN Smart 300
ZTE,Blade A410,Blade A410
ZTE,ZTE T80,ZTE T80
ZTE,NX513J,NX513J
ZTE,Vodafone Smart Chat,Vodafone Smart Chat
ZTE,ZTE S2010,ZTE S2010ZTE S2010ZTE S2010ZTE S2010
ZTE,N958St,N958St
ZTE,ZTE T86,Amazing X1ZTE T86
ZTE,ZTE T88,ZTE T88
ZTE,ZTE S2014,ZTE S2014
ZTE,ZTE T81,ZTE T81
ZTE,ZTE T82,ZTE T82
ZTE,ZTE T83,ZTE T83
ZTE,ZTE T84,ZTE R84ZTE T84
ZTE,Grand S Flex,Grand S Flex
ZTE,ZTE BLADE L0510,ZTE BLADE L0510ZTE Blade L5 Plus
ZTE,ZTE S2015,ZTE S2015
ZTE,ZTE V769M,V769MZTE LEO Q2ZTE V769M
ZTE,myPad P5,Amazing_P5myPad P5
ZTE,BLADE A310,Blade A310
ZTE,ZTE Kis Lite,ZTE Kis Lite
ZTE,MF97G,MF97G
ZTE,Telenor Touch Plus,Telenor Touch Plus
ZTE,ZTE Geek 2 pro,ZTE Geek 2 pro
ZTE,MF97E,MF97E
ZTE,NX405H,NX405H
ZTE,ZTE Warp 7,N9519
ZTE,MF97B,MF97BMF97B_ROGERS
ZTE,ZTE BLADE A910,ZTE BLADE A910
ZTE,ZTE BLADE V7,ZTE BLADE V7
ZTE,MF97A,MF97A
ZTE,Movistar Express,Movistar Express
ZTE,V8110,V8110
ZTE,BLADE V7,BLADE V7
ZTE,SoshPhone 3,SoshPhone 3
ZTE,Z963VL,Z963VL
ZTE,STARTRAIL 4,Avea inTouch 3STARTRAIL 4ZTE Blade Q
ZTE,NX503A_Z4,NX503A_Z4
ZTE,N800,N800
ZTE,Uhura,Z968
ZTE,Blade A475,BGH JOY X2Blade A475ZTE Blade A475ZTE Blade L4 Pro
ZTE,TURKCELL T50,TURKCELL T50TURKCELL TURBO T50
ZTE,NX503J,NX503J
ZTE,NOS NOVU II,NOS NOVU II
ZTE,NX406E,NX406E
ZTE,Blade L110,Blade L110
ZTE,Z793C,Z793C
ZTE,Bouygues Telecom Bs 402,A4CAmazing A4CBouygues Telecom Bs 402ZTE Blade Q Mini
ZTE,ZTE V880E,ZTE V880E
ZTE,ZTE V880G,ZTE V880G
ZTE,ZTE Blade III Pro,ZTE Blade III Pro
ZTE,U9180,U9180ZTE U9180
ZTE,N910,ZTE-N910
ZTE,ZTE Q503U,ZTE Q503U
ZTE,ZTE Q5-C,ZTE Q5-C
ZTE,TURKCELL T40,TURKCELL T40
ZTE,ZTE Blade V220,ZTE Blade V220
ZTE,NX601J,NX601J
ZTE,ZTE Blade V580,ZTE Blade V580
ZTE,ZTE Blade A410,ZTE Blade A410
ZTE,ZTE-U N721,ZTE-U N721
ZTE,N9180,N9180
ZTE,Z660G,Z660G
ZTE,Spro2,Spro2
ZTE,ZTE BA910,ZTE BA910ZTE BA910
ZTE,X501_USA_Cricket,X501_USA_CricketX501_USA_RS
ZTE,UZTE V817,UZTE V817
ZTE,ZTE BA610C,ZTE BA610C
ZTE,ZTE Blade G LTE,ZTE Blade G LTE
ZTE,ZTE N880E,ZTE N880E
ZTE,NX505J,NX505J
ZTE,ZTE N880G,ZTE N880G
ZTE,TURKCELL T70,TURKCELL T70
ZTE,NX529J,NX529J
ZTE,ZTE Blade L315,ZTE Blade L315
ZTE,009Z,009ZZTE V882ZTE V886J
ZTE,ZTE-Z990G,ZTE-Z990G
ZTE,ZTE BA610T,ZTE BA610TZTE BA610T
ZTE,ZTE STAR,ZTE GEEK II Pro 4GZTE S2002ZTE STARZTE Star 1
ZTE,ZTE R83,ZTE R83
ZTE,Z795G,Z795G
ZTE,ZTE N795,ZTE N795
ZTE,BLADE A110,BLADE A110
ZTE,ZTE G717C,ZTE G717C
ZTE,ZTE N798,ZTE N798
ZTE,Soshphone 4G,Soshphone 4GSoshphone 4G
ZTE,tmn smart a15,tmn smart a15
ZTE,ZTE Q529C,ZTE Q529CZTE Q529C
ZTE,ZTE Blade A315,ZTE Blade A315
ZTE,ZTE BLADE A310,ZTE BLADE A310
ZTE,ZTE Q529E,ZTE Q529E
